,Compound
10637,Ag2Se1V1
10638,Ag1Se1W1
10639,Ag1Se1W1
10640,Ag1Se1W1
10641,Ag1Se1W2
10642,Ag1Se1W2
10643,Ag1Se2W1
10644,Ag1Se2W1
10645,Ag2Se1W1
10646,Ag2Se1W1
10647,Ag1Se1Y1
10648,Ag1Se1Y1
10649,Ag1Se1Y1
10650,Ag1Se1Y2
10651,Ag1Se1Y2
10652,Ag1Se2Y1
10653,Ag1Se2Y1
10654,Ag1Se2Y1
10655,Ag2Se1Y1
10656,Ag2Se1Y1
10657,Ag4Se8Y4
10658,Ag4Se8Yb4
10659,Ag1Se1Zn1
10660,Ag1Se1Zn1
10661,Ag1Se1Zn1
10662,Ag1Se1Zn2
10663,Ag1Se1Zn2
10664,Ag1Se2Zn1
10665,Ag1Se2Zn1
10666,Ag2Se1Zn1
10667,Ag2Se1Zn1
10668,Ag1Se1Zr1
10669,Ag1Se1Zr1
10670,Ag1Se1Zr1
10671,Ag1Se1Zr2
10672,Ag1Se1Zr2
10673,Ag1Se2Zr1
10674,Ag1Se2Zr1
10675,Ag2Se1Zr1
10676,Ag2Se1Zr1
10677,Ag8Si4
10678,Ag2Si2Sm1
10679,Ag3Si3Sm3
10680,Ag1Si1Sn1
10681,Ag1Si1Sn1
10682,Ag1Si1Sn1
10683,Ag1Si1Sn2
10684,Ag1Si1Sn2
10685,Ag1Si2Sn1
10686,Ag1Si2Sn1
10687,Ag2Si1Sn1
10688,Ag2Si1Sn1
10689,Ag1Si1Sr1
10690,Ag1Si1Sr1
10691,Ag1Si1Sr1
10692,Ag1Si1Sr2
10693,Ag1Si1Sr2
10694,Ag1Si2Sr1
10695,Ag1Si2Sr1
10696,Ag2Si1Sr1
10697,Ag2Si1Sr1
10698,Ag2Si2Sr1
10699,Ag1Si1Ta1
10700,Ag1Si1Ta1
10701,Ag1Si1Ta1
10702,Ag1Si1Ta2
10703,Ag1Si1Ta2
10704,Ag1Si2Ta1
10705,Ag1Si2Ta1
10706,Ag2Si1Ta1
10707,Ag2Si1Ta1
10708,Ag2Si2Tb1
10709,Ag2Si2Tb1
10710,Ag2Si2Tb1
10711,Ag1Si1Tc1
10712,Ag1Si1Tc1
10713,Ag1Si1Tc1
10714,Ag1Si1Tc1
10715,Ag1Si1Tc2
10716,Ag1Si1Tc2
10717,Ag1Si2Tc1
10718,Ag1Si2Tc1
10719,Ag2Si1Tc1
10720,Ag2Si1Tc1
10721,Ag1Si1Te1
10722,Ag1Si1Te1
10723,Ag1Si1Te1
10724,Ag1Si1Te2
10725,Ag1Si1Te2
10726,Ag1Si2Te1
10727,Ag1Si2Te1
10728,Ag2Si1Te1
10729,Ag2Si1Te1
10730,Ag1Si1Ti1
10731,Ag1Si1Ti1
10732,Ag1Si1Ti1
10733,Ag1Si1Ti2
10734,Ag1Si1Ti2
10735,Ag1Si2Ti1
10736,Ag1Si2Ti1
10737,Ag2Si1Ti1
10738,Ag2Si1Ti1
10739,Ag1Si1Tl1
10740,Ag1Si1Tl1
10741,Ag1Si1Tl1
10742,Ag1Si1Tl2
10743,Ag1Si1Tl2
10744,Ag1Si2Tl1
10745,Ag1Si2Tl1
10746,Ag2Si1Tl1
10747,Ag2Si1Tl1
10748,Ag1Si1V1
10749,Ag1Si1V1
10750,Ag1Si1V1
10751,Ag1Si1V2
10752,Ag1Si1V2
10753,Ag1Si2V1
10754,Ag1Si2V1
10755,Ag2Si1V1
10756,Ag2Si1V1
10757,Ag1Si1W1
10758,Ag1Si1W1
10759,Ag1Si1W1
10760,Ag1Si1W2
10761,Ag1Si1W2
10762,Ag1Si2W1
10763,Ag1Si2W1
10764,Ag2Si1W1
10765,Ag2Si1W1
10766,Ag1Si1Y1
10767,Ag1Si1Y1
10768,Ag1Si1Y1
10769,Ag1Si1Y2
10770,Ag1Si1Y2
10771,Ag1Si2Y1
10772,Ag1Si2Y1
10773,Ag2Si1Y1
10774,Ag2Si1Y1
10775,Ag2Si2Y1
10776,Ag2Si2Y1
10777,Ag3Si3Y3
10778,Ag2Si2Yb1
10779,Ag2Si2Yb1
10780,Ag3Si3Yb3
10781,Ag1Si1Zn1
10782,Ag1Si1Zn1
10783,Ag1Si1Zn1
10784,Ag1Si1Zn2
10785,Ag1Si1Zn2
10786,Ag1Si2Zn1
10787,Ag1Si2Zn1
10788,Ag2Si1Zn1
10789,Ag2Si1Zn1
10790,Ag1Si1Zr1
10791,Ag1Si1Zr1
10792,Ag1Si1Zr1
10793,Ag1Si1Zr2
10794,Ag1Si1Zr2
10795,Ag1Si2Zr1
10796,Ag1Si2Zr1
10797,Ag2Si1Zr1
10798,Ag2Si1Zr1
10799,Ag6Sn2
10800,Ag6Sn2
10801,Ag1Sn1Sr1
10802,Ag1Sn1Sr1
10803,Ag1Sn1Sr1
10804,Ag1Sn1Sr2
10805,Ag1Sn1Sr2
10806,Ag1Sn2Sr1
10807,Ag1Sn2Sr1
10808,Ag2Sn1Sr1
10809,Ag2Sn1Sr1
10810,Ag2Sn2Sr1
10811,Ag2Sn2Sr1
10812,Ag1Sn1Ta1
10813,Ag1Sn1Ta1
10814,Ag1Sn1Ta1
10815,Ag1Sn1Ta2
10816,Ag1Sn1Ta2
10817,Ag1Sn2Ta1
10818,Ag1Sn2Ta1
10819,Ag2Sn1Ta1
10820,Ag2Sn1Ta1
10821,Ag2Sn2Tb2
10822,Ag1Sn1Tc1
10823,Ag1Sn1Tc1
10824,Ag1Sn1Tc1
10825,Ag1Sn1Tc2
10826,Ag1Sn1Tc2
10827,Ag1Sn2Tc1
10828,Ag1Sn2Tc1
10829,Ag2Sn1Tc1
10830,Ag2Sn1Tc1
10831,Ag1Sn1Te1
10832,Ag1Sn1Te1
10833,Ag1Sn1Te1
10834,Ag1Sn1Te2
10835,Ag1Sn1Te2
10836,Ag1Sn2Te1
10837,Ag1Sn2Te1
10838,Ag2Sn1Te1
10839,Ag2Sn1Te1
10840,Ag1Sn1Ti1
10841,Ag1Sn1Ti1
10842,Ag1Sn1Ti1
10843,Ag1Sn1Ti2
10844,Ag1Sn1Ti2
10845,Ag1Sn2Ti1
10846,Ag1Sn2Ti1
10847,Ag2Sn1Ti1
10848,Ag2Sn1Ti1
10849,Ag1Sn1Tl1
10850,Ag1Sn1Tl1
10851,Ag1Sn1Tl1
10852,Ag1Sn1Tl2
10853,Ag1Sn1Tl2
10854,Ag1Sn2Tl1
10855,Ag1Sn2Tl1
10856,Ag2Sn1Tl1
10857,Ag2Sn1Tl1
10858,Ag1Sn1V1
10859,Ag1Sn1V1
10860,Ag1Sn1V1
10861,Ag1Sn1V2
10862,Ag1Sn1V2
10863,Ag1Sn2V1
10864,Ag1Sn2V1
10865,Ag2Sn1V1
10866,Ag2Sn1V1
10867,Ag1Sn1W1
10868,Ag1Sn1W1
10869,Ag1Sn1W1
10870,Ag1Sn1W2
10871,Ag1Sn1W2
10872,Ag1Sn2W1
10873,Ag1Sn2W1
10874,Ag2Sn1W1
10875,Ag2Sn1W1
10876,Ag1Sn1Y1
10877,Ag1Sn1Y1
10878,Ag1Sn1Y1
10879,Ag1Sn1Y2
10880,Ag1Sn1Y2
10881,Ag1Sn2Y1
10882,Ag1Sn2Y1
10883,Ag2Sn1Y1
10884,Ag2Sn1Y1
10885,Ag2Sn2Y2
10886,Ag2Sn2Y2
10887,Ag3Sn3Yb3
10888,Ag1Sn1Zn1
10889,Ag1Sn1Zn1
10890,Ag1Sn1Zn1
10891,Ag1Sn1Zn2
10892,Ag1Sn1Zn2
10893,Ag1Sn2Zn1
10894,Ag1Sn2Zn1
10895,Ag2Sn1Zn1
10896,Ag2Sn1Zn1
10897,Ag1Sn1Zr1
10898,Ag1Sn1Zr1
10899,Ag1Sn1Zr1
10900,Ag1Sn1Zr2
10901,Ag1Sn1Zr2
10902,Ag1Sn2Zr1
10903,Ag1Sn2Zr1
10904,Ag2Sn1Zr1
10905,Ag2Sn1Zr1
10906,Ag1Sr1Te1
10907,Ag1Sr1Te1
10908,Ag1Sr1Te1
10909,Ag1Sr1Te2
10910,Ag1Sr1Te2
10911,Ag1Sr2Te1
10912,Ag1Sr2Te1
10913,Ag2Sr1Te1
10914,Ag2Sr1Te1
10915,Ag1Sr1Tl1
10916,Ag1Sr1Tl1
10917,Ag1Sr1Tl1
10918,Ag1Sr1Tl2
10919,Ag1Sr1Tl2
10920,Ag1Sr2Tl1
10921,Ag1Sr2Tl1
10922,Ag2Sr1Tl1
10923,Ag2Sr1Tl1
10924,Ag1Sr1Zn1
10925,Ag1Sr1Zn1
10926,Ag1Sr1Zn1
10927,Ag1Sr1Zn2
10928,Ag1Sr1Zn2
10929,Ag1Sr2Zn1
10930,Ag1Sr2Zn1
10931,Ag2Sr1Zn1
10932,Ag2Sr1Zn1
10933,Ag10S8Sb2
10934,Ag10S8Sb2
10935,Ag10S8Sb2
10936,Ag12S12Sb4
10937,Ag4S8Sb4
10938,Ag4S8Sb4
10939,Ag4S8Sb4
10940,Ag4S8Sb4
10941,Ag6S6Sb2
10942,Ag6S6Sb2
10943,Ag6S6Sb2
10944,Ag6S6Sb2
10945,Ag6S6Sb2
10946,Ag6S6Sb2
10947,Ag12S24Sb8Tl12
10948,Ag32S24Si4
10949,Ag32S24Si4
10950,Ag8S12Si4
10951,Ag16S32Sn12
10952,Ag16S32Sn12
10953,Ag16S32Sn12
10954,Ag16S32Sn12
10955,Ag16S32Sn12
10956,Ag16S32Sn12
10957,Ag16S32Sn12
10958,Ag16S32Sn12
10959,Ag16S32Sn12
10960,Ag16S32Sn12
10961,Ag32S24Sn4
10962,Ag2S4Sn1Zn1
10963,Ag2S6Ta2
10964,Ag2S6Ta2
10965,Ag2S6Ta2
10966,Ag4S6Te2
10967,Ag32S24Ti4
10968,Ag12S8Tl4
10969,Ag12S8Tl4
10970,Ag4S4Tl4
10971,Ag2S4Yb2
10972,Ag1Ta1Tc1
10973,Ag1Ta1Tc1
10974,Ag1Ta1Tc1
10975,Ag1Ta1Tc2
10976,Ag1Ta1Tc2
10977,Ag1Ta2Tc1
10978,Ag1Ta2Tc1
10979,Ag2Ta1Tc1
10980,Ag2Ta1Tc1
10981,Ag1Ta1Te1
10982,Ag1Ta1Te1
10983,Ag1Ta1Te1
10984,Ag1Ta1Te2
10985,Ag1Ta1Te2
10986,Ag1Ta2Te1
10987,Ag1Ta2Te1
10988,Ag2Ta1Te1
10989,Ag2Ta1Te1
10990,Ag1Ta1V1
10991,Ag1Ta1V1
10992,Ag1Ta1V1
10993,Ag1Ta1V2
10994,Ag1Ta1V2
10995,Ag1Ta2V1
10996,Ag1Ta2V1
10997,Ag2Ta1V1
10998,Ag2Ta1V1
10999,Ag1Ta1W1
11000,Ag1Ta1W1
11001,Ag1Ta1W1
11002,Ag1Ta1W2
11003,Ag1Ta1W2
11004,Ag1Ta2W1
11005,Ag1Ta2W1
11006,Ag2Ta1W1
11007,Ag2Ta1W1
11008,Ag1Ta1Zn1
11009,Ag1Ta1Zn1
11010,Ag1Ta1Zn1
11011,Ag1Ta1Zn2
11012,Ag1Ta1Zn2
11013,Ag1Ta2Zn1
11014,Ag1Ta2Zn1
11015,Ag2Ta1Zn1
11016,Ag2Ta1Zn1
11017,Ag2Tb2Te4
11018,Ag2Tb2Te4
11019,Ag1Tc1Te1
11020,Ag1Tc1Te1
11021,Ag1Tc1Te1
11022,Ag1Tc1Te2
11023,Ag1Tc1Te2
11024,Ag1Tc2Te1
11025,Ag1Tc2Te1
11026,Ag2Tc1Te1
11027,Ag2Tc1Te1
11028,Ag1Te3
11029,Ag1Te3
11030,Ag35Te20
11031,Ag8Te4
11032,Ag8Te4
11033,Ag8Te4
11034,Ag1Te1Ti1
11035,Ag1Te1Ti1
11036,Ag1Te1Ti1
11037,Ag1Te1Ti2
11038,Ag1Te1Ti2
11039,Ag1Te2Ti1
11040,Ag1Te2Ti1
11041,Ag2Te1Ti1
11042,Ag2Te1Ti1
11043,Ag1Te1Tl1
11044,Ag1Te1Tl1
11045,Ag1Te1Tl1
11046,Ag1Te1Tl2
11047,Ag1Te1Tl2
11048,Ag1Te2Tl1
11049,Ag1Te2Tl1
11050,Ag1Te2Tl1
11051,Ag2Te1Tl1
11052,Ag2Te1Tl1
11053,Ag3Te2Tl1
11054,Ag3Te2Tl1
11055,Ag3Te2Tl1
11056,Ag4Te4Tl4
11057,Ag4Te4Tl4
11058,Ag4Te8Tl12
11059,Ag1Te2Tm1
11060,Ag1Te1V1
11061,Ag1Te1V1
11062,Ag1Te1V1
11063,Ag1Te1V2
11064,Ag1Te1V2
11065,Ag1Te2V1
11066,Ag1Te2V1
11067,Ag2Te1V1
11068,Ag2Te1V1
11069,Ag1Te1W1
11070,Ag1Te1W1
11071,Ag1Te1W1
11072,Ag1Te1W2
11073,Ag1Te1W2
11074,Ag1Te2W1
11075,Ag1Te2W1
11076,Ag2Te1W1
11077,Ag2Te1W1
11078,Ag1Te1Y1
11079,Ag1Te1Y1
11080,Ag1Te1Y1
11081,Ag1Te1Y1
11082,Ag1Te1Y2
11083,Ag1Te1Y2
11084,Ag1Te2Y1
11085,Ag1Te2Y1
11086,Ag2Te1Y1
11087,Ag2Te1Y1
11088,Ag2Te4Y2
11089,Ag2Te4Y2
11090,Ag4Te8Y24
11091,Ag1Te1Zn1
11092,Ag1Te1Zn1
11093,Ag1Te1Zn1
11094,Ag1Te1Zn2
11095,Ag1Te1Zn2
11096,Ag1Te2Zn1
11097,Ag1Te2Zn1
11098,Ag2Te1Zn1
11099,Ag2Te1Zn1
11100,Ag1Te1Zr1
11101,Ag1Te1Zr1
11102,Ag1Te1Zr1
11103,Ag1Te1Zr2
11104,Ag1Te1Zr2
11105,Ag1Te2Zr1
11106,Ag1Te2Zr1
11107,Ag2Te1Zr1
11108,Ag2Te1Zr1
11109,Ag1Ti1Tl1
11110,Ag1Ti1Tl1
11111,Ag1Ti1Tl1
11112,Ag1Ti1Tl2
11113,Ag1Ti1Tl2
11114,Ag1Ti2Tl1
11115,Ag1Ti2Tl1
11116,Ag2Ti1Tl1
11117,Ag2Ti1Tl1
11118,Ag1Ti1Zn1
11119,Ag1Ti1Zn1
11120,Ag1Ti1Zn1
11121,Ag1Ti1Zn2
11122,Ag1Ti1Zn2
11123,Ag1Ti2Zn1
11124,Ag1Ti2Zn1
11125,Ag2Ti1Zn1
11126,Ag2Ti1Zn1
11127,Ag1Tl1V1
11128,Ag1Tl1V1
11129,Ag1Tl1V1
11130,Ag1Tl1V2
11131,Ag1Tl1V2
11132,Ag1Tl2V1
11133,Ag1Tl2V1
11134,Ag2Tl1V1
11135,Ag2Tl1V1
11136,Ag1Tl1Zn1
11137,Ag1Tl1Zn1
11138,Ag1Tl1Zn1
11139,Ag1Tl1Zn2
11140,Ag1Tl1Zn2
11141,Ag1Tl2Zn1
11142,Ag1Tl2Zn1
11143,Ag2Tl1Zn1
11144,Ag2Tl1Zn1
11145,Ag1V1Zn1
11146,Ag1V1Zn1
11147,Ag1V1Zn1
11148,Ag1V1Zn2
11149,Ag1V1Zn2
11150,Ag1V2Zn1
11151,Ag1V2Zn1
11152,Ag2V1Zn1
11153,Ag2V1Zn1
11154,Ag14Yb4
11155,Ag1Yb1
11156,Ag1Yb1
11157,Ag2Yb1
11158,Ag4Yb2
11159,Ag4Yb2
11160,Ag4Yb4
11161,Ag4Yb4
11162,Ag4Yb6
11163,Ag4Yb6
11164,Ag6Yb10
11165,Ag6Yb10
11166,Ag1Y1Zn1
11167,Ag1Y1Zn1
11168,Ag1Y1Zn1
11169,Ag1Y1Zn2
11170,Ag1Y1Zn2
11171,Ag1Y2Zn1
11172,Ag1Y2Zn1
11173,Ag2Y1Zn1
11174,Ag2Y1Zn1
11175,Ag1Y1Zr1
11176,Ag1Y1Zr1
11177,Ag1Y1Zr1
11178,Ag1Y1Zr2
11179,Ag1Y1Zr2
11180,Ag1Y2Zr1
11181,Ag1Y2Zr1
11182,Ag2Y1Zr1
11183,Ag2Y1Zr1
11184,Al2
11185,Al2
11186,Al2
11187,Al2
11188,Al2
11189,Al2
11190,Al3
11191,Al4
11192,Al1As1
11193,Al1As1
11194,Al1As1
11195,Al1As1
11196,Al2As2
11197,Al2As2
11198,Al1As1Au1
11199,Al1As1Au1
11200,Al1As1Au1
11201,Al1As1Au2
11202,Al1As1Au2
11203,Al1As2Au1
11204,Al1As2Au1
11205,Al2As1Au1
11206,Al2As1Au1
11207,Al1As1B1
11208,Al1As1B1
11209,Al1As1B1
11210,Al1As1B2
11211,Al1As1B2
11212,Al1As2B1
11213,Al1As2B1
11214,Al2As1B1
11215,Al2As1B1
11216,Al1As1Ba1
11217,Al1As1Ba1
11218,Al1As1Ba1
11219,Al1As1Ba2
11220,Al1As1Ba2
11221,Al1As2Ba1
11222,Al1As2Ba1
11223,Al2As1Ba1
11224,Al2As1Ba1
11225,Al1As1Be1
11226,Al1As1Be1
11227,Al1As1Be1
11228,Al1As1Be2
11229,Al1As1Be2
11230,Al1As2Be1
11231,Al1As2Be1
11232,Al2As1Be1
11233,Al2As1Be1
11234,Al1As1Bi1
11235,Al1As1Bi1
11236,Al1As1Bi1
11237,Al1As1Bi2
11238,Al1As1Bi2
11239,Al1As2Bi1
11240,Al1As2Bi1
11241,Al2As1Bi1
11242,Al2As1Bi1
11243,Al1As1Br1
11244,Al1As1Br1
11245,Al1As1Br1
11246,Al1As1Br2
11247,Al1As1Br2
11248,Al1As2Br1
11249,Al1As2Br1
11250,Al2As1Br1
11251,Al2As1Br1
11252,Al1As1Ca1
11253,Al1As1Ca1
11254,Al1As1Ca1
11255,Al1As1Ca2
11256,Al1As1Ca2
11257,Al1As2Ca1
11258,Al1As2Ca1
11259,Al2As1Ca1
11260,Al2As1Ca1
11261,Al4As12Ca12
11262,Al4As12Ca12
11263,Al4As12Ca12
11264,Al4As8Ca6
11265,Al4As8Ca6
11266,Al2As8Ca6Na6
11267,Al1As1Cd1
11268,Al1As1Cd1
11269,Al1As1Cd1
11270,Al1As1Cd2
11271,Al1As1Cd2
11272,Al1As2Cd1
11273,Al1As2Cd1
11274,Al2As1Cd1
11275,Al2As1Cd1
11276,Al1As1Cl1
11277,Al1As1Cl1
11278,Al1As1Cl1
11279,Al1As1Cl2
11280,Al1As1Cl2
11281,Al1As2Cl1
11282,Al1As2Cl1
11283,Al2As1Cl1
11284,Al2As1Cl1
11285,Al2As6Cl8S10
11286,Al4As12Cl16Se16
11287,Al1As1Co1
11288,Al1As1Co1
11289,Al1As1Co1
11290,Al1As1Co2
11291,Al1As1Co2
11292,Al1As2Co1
11293,Al1As2Co1
11294,Al2As1Co1
11295,Al2As1Co1
11296,Al1As1Cr1
11297,Al1As1Cr1
11298,Al1As1Cr1
11299,Al1As1Cr2
11300,Al1As1Cr2
11301,Al1As2Cr1
11302,Al1As2Cr1
11303,Al2As1Cr1
11304,Al2As1Cr1
11305,Al2As2Cs2O7
11306,Al1As1Cu1
11307,Al1As1Cu1
11308,Al1As1Cu1
11309,Al1As1Cu2
11310,Al1As1Cu2
11311,Al1As2Cu1
11312,Al1As2Cu1
11313,Al2As1Cu1
11314,Al2As1Cu1
11315,Al4As4Cu4O20
11316,Al4As4Cu4O20
11317,Al1As1F3
11318,Al1As1F3
11319,Al1As1Fe1
11320,Al1As1Fe1
11321,Al1As1Fe1
11322,Al1As1Fe2
11323,Al1As1Fe2
11324,Al1As2Fe1
11325,Al1As2Fe1
11326,Al2As1Fe1
11327,Al2As1Fe1
11328,Al2As2F2Na2O8
11329,Al1As1Ga1
11330,Al1As1Ga1
11331,Al1As1Ga1
11332,Al1As1Ga2
11333,Al1As1Ga2
11334,Al1As2Ga1
11335,Al1As2Ga1
11336,Al2As1Ga1
11337,Al2As1Ga1
11338,Al1As1Ge1
11339,Al1As1Ge1
11340,Al1As1Ge1
11341,Al1As1Ge2
11342,Al1As1Ge2
11343,Al1As2Ge1
11344,Al1As2Ge1
11345,Al2As1Ge1
11346,Al2As1Ge1
11347,Al1As1Hf1
11348,Al1As1Hf1
11349,Al1As1Hf1
11350,Al1As1Hf2
11351,Al1As1Hf2
11352,Al1As2Hf1
11353,Al1As2Hf1
11354,Al2As1Hf1
11355,Al2As1Hf1
11356,Al1As1Hg1
11357,Al1As1Hg1
11358,Al1As1Hg1
11359,Al1As1Hg2
11360,Al1As1Hg2
11361,Al1As2Hg1
11362,Al1As2Hg1
11363,Al2As1Hg1
11364,Al2As1Hg1
11365,Al8As8H32O48
11366,Al1As1In1
11367,Al1As1In1
11368,Al1As1In1
11369,Al1As1In2
11370,Al1As1In2
11371,Al1As2In1
11372,Al1As2In1
11373,Al2As1In1
11374,Al2As1In1
11375,Al1As1Ir1
11376,Al1As1Ir1
11377,Al1As1Ir1
11378,Al1As1Ir2
11379,Al1As1Ir2
11380,Al1As2Ir1
11381,Al1As2Ir1
11382,Al2As1Ir1
11383,Al2As1Ir1
11384,Al1As1K1
11385,Al1As1K1
11386,Al1As1K1
11387,Al1As1K2
11388,Al1As1K2
11389,Al1As2K1
11390,Al1As2K1
11391,Al2As1K1
11392,Al2As1K1
11393,Al4As6K6
11394,Al4As6K6
11395,Al8As16K24
11396,Al2As4K4Na2
11397,Al2As4K2O14
11398,Al1As1La1
11399,Al1As1La1
11400,Al1As1La1
11401,Al1As1La2
11402,Al1As1La2
11403,Al1As2La1
11404,Al1As2La1
11405,Al2As1La1
11406,Al2As1La1
11407,Al1As1Li1
11408,Al1As1Li1
11409,Al1As1Li1
11410,Al1As1Li2
11411,Al1As1Li2
11412,Al1As2Li1
11413,Al1As2Li1
11414,Al2As1Li1
11415,Al2As1Li1
11416,Al1As2Li3Mo2O14
11417,Al1As2Li1O7
11418,Al1As1Mg1
11419,Al1As1Mg1
11420,Al1As1Mg1
11421,Al1As1Mg2
11422,Al1As1Mg2
11423,Al1As2Mg1
11424,Al1As2Mg1
11425,Al2As1Mg1
11426,Al2As1Mg1
11427,Al1As1Mn1
11428,Al1As1Mn1
11429,Al1As1Mn1
11430,Al1As1Mn2
11431,Al1As1Mn2
11432,Al1As2Mn1
11433,Al1As2Mn1
11434,Al2As1Mn1
11435,Al2As1Mn1
11436,Al1As1Mo1
11437,Al1As1Mo1
11438,Al1As1Mo1
11439,Al1As1Mo2
11440,Al1As1Mo2
11441,Al1As2Mo1
11442,Al1As2Mo1
11443,Al2As1Mo1
11444,Al2As1Mo1
11445,Al1As1Na1
11446,Al1As1Na1
11447,Al1As1Na1
11448,Al1As1Na2
11449,Al1As1Na2
11450,Al1As2Na1
11451,Al1As2Na1
11452,Al2As1Na1
11453,Al2As1Na1
11454,Al2As4Na6
11455,Al4As8Na12O32
11456,Al4As8Na4O28
11457,Al4As8Na4O28
11458,Al1As1Nb1
11459,Al1As1Nb1
11460,Al1As1Nb1
11461,Al1As1Nb2
11462,Al1As1Nb2
11463,Al1As2Nb1
11464,Al1As2Nb1
11465,Al2As1Nb1
11466,Al2As1Nb1
11467,Al1As1Ni1
11468,Al1As1Ni1
11469,Al1As1Ni1
11470,Al1As1Ni2
11471,Al1As1Ni2
11472,Al1As2Ni1
11473,Al1As2Ni1
11474,Al2As1Ni1
11475,Al2As1Ni1
11476,Al1As1O3
11477,Al1As1O3
11478,Al1As1O4
11479,Al3As3O12
11480,Al3As3O12
11481,Al3As3O12
11482,Al3As3O12
11483,Al3As3O12
11484,Al3As3O12
11485,Al3As3O12
11486,Al3As3O12
11487,Al3As3O12
11488,Al3As3O12
11489,Al3As3O12
11490,Al1As1Os1
11491,Al1As1Os1
11492,Al1As1Os1
11493,Al1As1Os2
11494,Al1As1Os2
11495,Al1As2Os1
11496,Al1As2Os1
11497,Al2As1Os1
11498,Al2As1Os1
11499,Al1As1P1
11500,Al1As1P1
11501,Al1As1P1
11502,Al1As1P2
11503,Al1As1P2
11504,Al1As2P1
11505,Al1As2P1
11506,Al2As1P1
11507,Al2As1P1
11508,Al3As3P12
11509,Al3As3P12
11510,Al3As3P12
11511,Al3As3P12
11512,Al3As3P12
11513,Al3As3P12
11514,Al3As3P12
11515,Al3As3P12
11516,Al3As3P12
11517,Al3As3P12
11518,Al4As12P12
11519,Al1As1Pb1
11520,Al1As1Pb1
11521,Al1As1Pb1
11522,Al1As1Pb2
11523,Al1As1Pb2
11524,Al1As2Pb1
11525,Al1As2Pb1
11526,Al2As1Pb1
11527,Al2As1Pb1
11528,Al1As1Pd1
11529,Al1As1Pd1
11530,Al1As1Pd1
11531,Al1As1Pd2
11532,Al1As1Pd2
11533,Al1As2Pd1
11534,Al1As2Pd1
11535,Al2As1Pd1
11536,Al2As1Pd1
11537,Al1As1Pt1
11538,Al1As1Pt1
11539,Al1As1Pt1
11540,Al1As1Pt2
11541,Al1As1Pt2
11542,Al1As2Pt1
11543,Al1As2Pt1
11544,Al2As1Pt1
11545,Al2As1Pt1
11546,Al1As1Rb2
11547,Al1As2Rb1
11548,Al2As1Rb1
11549,Al1As1Re1
11550,Al1As1Re1
11551,Al1As1Re1
11552,Al1As1Re2
11553,Al1As1Re2
11554,Al1As2Re1
11555,Al1As2Re1
11556,Al2As1Re1
11557,Al2As1Re1
11558,Al1As1Rh1
11559,Al1As1Rh1
11560,Al1As1Rh1
11561,Al1As1Rh2
11562,Al1As1Rh2
11563,Al1As2Rh1
11564,Al1As2Rh1
11565,Al2As1Rh1
11566,Al2As1Rh1
11567,Al1As1Ru1
11568,Al1As1Ru1
11569,Al1As1Ru1
11570,Al1As1Ru2
11571,Al1As1Ru2
11572,Al1As2Ru1
11573,Al1As2Ru1
11574,Al2As1Ru1
11575,Al2As1Ru1
11576,Al1As1Sb1
11577,Al1As1Sb1
11578,Al1As1Sb1
11579,Al1As1Sb2
11580,Al1As1Sb2
11581,Al1As2Sb1
11582,Al1As2Sb1
11583,Al2As1Sb1
11584,Al2As1Sb1
11585,Al1As1Sc1
11586,Al1As1Sc1
11587,Al1As1Sc1
11588,Al1As1Sc2
11589,Al1As1Sc2
11590,Al1As2Sc1
11591,Al1As2Sc1
11592,Al2As1Sc1
11593,Al2As1Sc1
11594,Al1As1Se1
11595,Al1As1Se1
11596,Al1As1Se1
11597,Al1As1Se2
11598,Al1As1Se2
11599,Al1As2Se1
11600,Al1As2Se1
11601,Al2As1Se1
11602,Al2As1Se1
11603,Al1As1Si1
11604,Al1As1Si1
11605,Al1As1Si1
11606,Al1As1Si2
11607,Al1As1Si2
11608,Al1As2Si1
11609,Al1As2Si1
11610,Al2As1Si1
11611,Al2As1Si1
11612,Al1As1Sn1
11613,Al1As1Sn1
11614,Al1As1Sn1
11615,Al1As1Sn2
11616,Al1As1Sn2
11617,Al1As2Sn1
11618,Al1As2Sn1
11619,Al2As1Sn1
11620,Al2As1Sn1
11621,Al1As1Sr1
11622,Al1As1Sr1
11623,Al1As1Sr1
11624,Al1As1Sr2
11625,Al1As1Sr2
11626,Al1As2Sr1
11627,Al1As2Sr1
11628,Al2As1Sr1
11629,Al2As1Sr1
11630,Al4As8Sr6
11631,Al1As1Ta1
11632,Al1As1Ta1
11633,Al1As1Ta1
11634,Al1As1Ta2
11635,Al1As1Ta2
11636,Al1As2Ta1
11637,Al1As2Ta1
11638,Al2As1Ta1
11639,Al2As1Ta1
11640,Al1As1Tc1
11641,Al1As1Tc1
11642,Al1As1Tc1
11643,Al1As1Tc2
11644,Al1As1Tc2
11645,Al1As2Tc1
11646,Al1As2Tc1
11647,Al2As1Tc1
11648,Al2As1Tc1
11649,Al1As1Te1
11650,Al1As1Te1
11651,Al1As1Te1
11652,Al1As1Te2
11653,Al1As1Te2
11654,Al1As2Te1
11655,Al1As2Te1
11656,Al2As1Te1
11657,Al2As1Te1
11658,Al1As1Ti1
11659,Al1As1Ti1
11660,Al1As1Ti1
11661,Al1As1Ti2
11662,Al1As1Ti2
11663,Al1As2Ti1
